Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional,Rnd,Pick,Tm,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,-9999
Dre'Mont Jones,6-3,281,5.12,31.5,,110.0,7.71,4.53,JoneDr00,3,71,DEN,DT,22,2022.0,0,0,2,18.0,18.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,22.0,JoneDr00
Michael Jordan,6-6,312,5.27,32.5,19.0,116.0,7.71,4.71,JordMi01,4,136,CIN,G,21,2022.0,0,0,2,11.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,JordMi01
Vosean Joseph,6-1,230,,,,,,,JoseVo00,5,147,BUF,LB,21,,0,0,0,,,,,,,,,,,,,,,,,,JoseVo00
Kingsley Keke,6-3,288,4.95,31.5,,111.0,7.55,4.46,KekeKi00,5,150,GNB,DT,22,2021.0,0,0,1,9.0,9.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,6.5,KekeKi00
Dawson Knox,6-4,254,,34.5,16.0,,7.12,4.27,KnoxDa00,3,96,BUF,TE,22,2022.0,0,1,4,16.0,16.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,149.0,1780.0,20.0,3.0,,,KnoxDa00
Dexter Lawrence,6-4,342,5.05,,36.0,,,,LawrDe03,1,17,NYG,DT,21,2022.0,0,1,3,31.0,31.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,,16.5,LawrDe03
Justin Layne,6-2,192,4.5,37.5,,134.0,6.9,4.09,LaynJu00,3,83,PIT,CB,21,2022.0,0,0,0,3.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,,LaynJu00
Chris Lindstrom,6-4,308,4.91,30.5,25.0,117.0,7.61,4.54,LindCh00,1,14,ATL,G,22,2022.0,0,1,3,26.0,26.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,LindCh00
Greg Little,6-5,310,5.33,25.0,,113.0,,4.74,LittGr01,2,37,CAR,T,21,2022.0,0,0,0,8.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,LittGr01
Drew Lock,6-4,228,4.69,31.0,,112.0,7.03,4.12,LockDr00,2,42,DEN,QB,22,2021.0,0,0,1,12.0,12.0,24.0,421.0,710.0,4740.0,25.0,20.0,72.0,285.0,5.0,1.0,1.0,0.0,1.0,,,LockDr00
David Long,5-11,196,4.45,39.5,15.0,120.0,6.45,3.97,LongDa02,3,79,LAR,CB,21,2022.0,0,0,0,6.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,,LongDa02
David Long,5-11,196,4.45,39.5,15.0,120.0,6.45,3.97,LongDa02,6,188,TEN,LB,22,2022.0,0,0,1,14.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,4.0,,LongDa04
Bryce Love,5-9,200,,,18.0,,,,LoveBr00,4,112,WAS,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,LoveBr00
Julian Love,5-11,195,4.54,36.0,14.0,121.0,6.72,4.1,LoveJu00,4,108,NYG,CB,21,2022.0,0,0,1,13.0,13.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,5.0,1.5,LoveJu00
Daylon Mack,6-1,336,5.1,27.0,30.0,102.0,8.02,4.95,MackDa00,5,160,BAL,DT,22,2019.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MackDa00
Alexander Mattison,5-11,221,4.67,35.0,22.0,127.0,7.13,4.29,MattAl01,3,102,MIN,RB,21,2022.0,0,0,0,14.0,14.0,59.0,0.0,0.0,0.0,0.0,0.0,404.0,1670.0,11.0,70.0,526.0,3.0,,,,MattAl01
Erik McCoy,6-4,303,4.89,31.0,29.0,107.0,8.28,4.62,McCoEr01,2,48,NOR,C,22,2022.0,0,0,4,24.0,24.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,McCoEr01
Kaleb McGary,6-7,317,5.05,33.5,23.0,111.0,7.66,4.58,McGaKa00,1,31,ATL,T,24,2022.0,0,0,4,28.0,28.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,,,,McGaKa00
Connor McGovern,6-5,308,,,28.0,112.0,7.66,4.57,McGoCo01,3,90,DAL,G,21,2022.0,0,0,1,14.0,14.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,McGoCo01
Terry McLaurin,6-0,208,4.35,37.5,18.0,125.0,7.01,4.15,McLaTe00,3,76,WAS,WR,23,2022.0,0,1,4,31.0,31.0,63.0,0.0,0.0,0.0,0.0,0.0,10.0,71.0,0.0,299.0,4281.0,21.0,5.0,,,McLaTe00
Trace McSorley,6-0,202,4.57,33.0,,115.0,7.09,4.12,McSoTr00,6,197,BAL,QB,24,2022.0,0,0,0,1.0,0.0,9.0,48.0,93.0,502.0,1.0,5.0,21.0,79.0,0.0,0.0,0.0,0.0,,,,McSoTr00
D.K. Metcalf,6-3,228,4.33,40.5,27.0,134.0,7.38,4.5,MetcDK00,2,64,SEA,WR,21,2022.0,0,1,4,37.0,37.0,66.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,306.0,4218.0,35.0,2.0,,,MetcDK00
Joshua Miles,6-5,314,5.32,36.0,,109.0,8.07,4.75,MileJo00,7,248,ARI,T,23,2021.0,0,0,0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MileJo00
Christian Miller,6-3,247,,38.5,,118.0,,,MillCh04,4,115,CAR,LB,23,2019.0,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,MillCh04
Jordan Miller,6-1,186,4.49,37.0,6.0,125.0,,,MillJo05,5,172,ATL,CB,22,2021.0,0,0,0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,MillJo05
Shareef Miller,6-4,254,4.69,29.5,16.0,,,4.45,MillSh00,4,138,PHI,DE,22,2019.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MillSh00
Dillon Mitchell,6-1,197,4.46,36.5,12.0,122.0,,4.29,MitcDi00,7,239,MIN,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,MitcDi00
David Montgomery,5-10,222,4.63,28.5,15.0,121.0,,,MontDa01,3,73,CHI,RB,22,2022.0,0,0,3,28.0,28.0,60.0,0.0,1.0,0.0,0.0,1.0,915.0,3609.0,26.0,155.0,1240.0,4.0,,,,MontDa01
Foster Moreau,6-4,253,4.66,36.5,22.0,121.0,7.16,4.11,MoreFo00,4,137,OAK,TE,22,2022.0,0,0,3,9.0,9.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,91.0,1107.0,12.0,6.0,,,MoreFo00
Trayvon Mullen,6-1,199,4.46,34.5,,123.0,,,MullTr00,2,40,OAK,CB,21,2022.0,0,0,2,10.0,10.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,4.0,,MullTr00
Byron Murphy,5-11,190,4.55,36.5,14.0,120.0,,,MurpBy00,2,33,ARI,CB,21,2022.0,0,0,3,19.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,5.0,3.0,MurpBy00
Kyler Murray,5-10,207,,,,,,,MurrKy00,1,1,ARI,QB,22,2022.0,0,2,4,51.0,51.0,57.0,1316.0,1971.0,13848.0,84.0,41.0,381.0,2204.0,23.0,0.0,7.0,0.0,,,,MurrKy00
Isaac Nauta,6-3,244,4.91,28.0,19.0,,7.45,4.43,NautIs00,7,224,DET,TE,22,2020.0,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,,,,NautIs00
Anthony Nelson,6-7,271,4.82,35.5,18.0,118.0,6.95,4.23,NelsAn01,4,107,TAM,DE,22,2022.0,0,0,0,11.0,11.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,,11.5,NelsAn01
Bobby Okereke,6-1,239,4.58,33.5,,122.0,7.25,4.26,OkerBo00,3,89,IND,LB,23,2022.0,0,0,4,22.0,22.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,3.0,2.0,OkerBo00
Ed Oliver,6-2,287,,36.0,32.0,120.0,,,OlivEd00,1,9,BUF,DT,21,2022.0,0,0,3,29.0,29.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,14.5,OlivEd00
Josh Oliver,6-5,249,4.63,34.0,22.0,117.0,7.21,4.47,OlivJo00,3,69,JAX,TE,22,2022.0,0,0,1,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,230.0,2.0,3.0,,,OlivJo00
Qadree Ollison,6-1,228,4.58,29.5,19.0,114.0,7.53,4.31,OlliQa00,5,152,ATL,RB,22,2022.0,0,0,0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,44.0,158.0,5.0,5.0,19.0,0.0,6.0,,,OlliQa00
Charles Omenihu,6-5,280,4.92,36.5,,115.0,7.48,4.36,OmenCh00,5,161,HOU,DE,22,2022.0,0,0,0,8.0,5.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,11.5,OmenCh00
Amani Oruwariye,6-2,205,4.47,36.5,17.0,120.0,6.82,4.16,OruwAm00,5,146,DET,CB,23,2022.0,0,0,2,11.0,11.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,9.0,,OruwAm00
Javon Patterson,6-3,307,5.13,27.5,27.0,98.0,7.72,4.78,PattJa00,7,246,IND,C,22,2020.0,0,0,0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PattJa00
Ross Pierschbacher,6-4,307,5.2,22.5,20.0,,7.83,4.7,PierRo00,5,153,WAS,G,24,2022.0,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PierRo00
Trey Pipkins,6-6,309,5.12,33.5,16.0,114.0,7.61,4.7,PipkTr00,3,91,LAC,T,23,2022.0,0,0,1,15.0,15.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PipkTr00
Jachai Polite,6-3,258,4.84,32.0,,,,,PoliJa00,3,68,NYJ,LB,22,2020.0,0,0,0,1.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,1.0,PoliJa00
Tony Pollard,6-0,210,4.52,35.0,13.0,121.0,,,PollTo00,4,128,DAL,RB,22,2022.0,0,1,0,25.0,25.0,62.0,0.0,0.0,0.0,0.0,0.0,510.0,2616.0,17.0,121.0,1008.0,5.0,6.0,,,PollTo00
Ben Powers,6-4,307,,,21.0,,,,PoweBe00,4,123,BAL,G,22,2022.0,0,0,3,14.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PoweBe00
Germaine Pratt,6-2,240,4.57,32.5,24.0,116.0,,,PratGe00,3,72,CIN,LB,23,2022.0,0,0,4,27.0,27.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,3.0,1.5,PratGe00
Isaiah Prince,6-6,305,5.09,27.0,23.0,115.0,7.9,5.02,PrinIs00,6,202,MIA,T,22,2021.0,0,0,0,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PrinIs00
Taylor Rapp,6-0,208,,35.0,17.0,115.0,6.82,3.99,RappTa00,2,61,LAR,S,21,2022.0,0,0,3,18.0,18.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,9.0,1.5,RappTa00
Sheldrick Redwine,6-0,196,4.44,39.0,,130.0,,4.14,RedwSh00,4,119,CLE,S,22,2021.0,0,0,0,4.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.5,RedwSh00
Hunter Renfrow,5-10,184,4.59,35.0,7.0,116.0,6.8,4.19,RenfHu00,5,149,OAK,WR,23,2022.0,0,1,0,20.0,20.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,244.0,2629.0,17.0,6.0,,,RenfHu00
Riley Ridley,6-1,199,4.58,30.5,13.0,124.0,7.22,4.28,RidlRi00,4,126,CHI,WR,23,2020.0,0,0,0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,108.0,0.0,,,,RidlRi00
Dalton Risner,6-5,312,5.3,28.5,23.0,110.0,7.69,4.52,RisnDa00,2,41,DEN,T,24,2022.0,0,0,4,21.0,21.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,RisnDa00
Dontavius Russell,6-3,319,5.15,,24.0,,7.81,4.77,RussDo00,7,235,JAX,DT,23,2019.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,RussDo00
Dru Samia,6-5,305,5.29,27.5,28.0,101.0,7.89,4.7,SamiDr00,4,114,MIN,G,22,2020.0,0,0,0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SamiDr00
Drew Sample,6-5,255,4.71,33.5,,115.0,7.15,4.31,SampDr00,2,52,CIN,TE,23,2022.0,0,0,1,4.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,458.0,1.0,1.0,,,SampDr00
Deebo Samuel,5-11,214,4.48,39.0,15.0,122.0,7.03,4.14,SamuDe00,2,36,SFO,WR,23,2022.0,1,1,3,33.0,33.0,51.0,1.0,2.0,24.0,1.0,0.0,123.0,782.0,14.0,223.0,3230.0,12.0,2.0,,,SamuDe00
Miles Sanders,5-11,211,4.49,36.0,20.0,124.0,6.89,4.19,SandMi01,2,53,PHI,RB,22,2022.0,0,1,4,29.0,29.0,57.0,0.0,0.0,0.0,0.0,0.0,739.0,3708.0,20.0,124.0,942.0,3.0,,,,SandMi01
Khalen Saunders,6-0,324,5.01,30.5,27.0,101.0,7.57,4.62,SaunKh00,3,84,KAN,DT,23,2022.0,0,0,0,5.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,4.5,SaunKh00
Jordan Scarlett,5-11,208,4.47,30.0,21.0,116.0,7.37,4.63,ScarJo00,5,154,CAR,RB,23,2021.0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,,,ScarJo00
Max Scharping,6-6,327,,28.0,27.0,108.0,7.77,4.69,SchaMa01,2,55,HOU,T,23,2022.0,0,0,3,17.0,16.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,SchaMa01
Austin Seibert,5-9,213,,,,,,,SeibAu00,5,170,CLE,K,22,2022.0,0,0,0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SeibAu00
Kendall Sheffield,5-11,193,,,,,,,ShefKe00,4,111,ATL,CB,23,2021.0,0,0,0,6.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,,,ShefKe00
Devin Singletary,5-7,203,4.66,35.0,15.0,117.0,7.32,4.4,SingDe00,3,74,BUF,RB,22,2022.0,0,0,4,28.0,28.0,61.0,0.0,0.0,0.0,0.0,0.0,672.0,3151.0,16.0,145.0,971.0,4.0,3.0,,,SingDe00
Chris Slayton,6-4,307,5.13,29.0,28.0,101.0,,4.73,SlayCh00,7,245,NYG,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,SlayCh00
Darius Slayton,6-1,190,4.39,40.5,11.0,135.0,7.0,4.15,SlayDa01,5,171,NYG,WR,22,2022.0,0,0,3,20.0,20.0,59.0,0.0,0.0,0.0,0.0,0.0,3.0,-14.0,0.0,170.0,2554.0,15.0,4.0,,,SlayDa01
Cameron Smith,6-2,238,4.69,39.0,15.0,123.0,,4.23,SmitCa01,5,162,MIN,LB,22,2019.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,SmitCa01
Kaden Smith,6-5,255,4.92,32.0,15.0,108.0,7.08,4.47,SmitKa00,6,176,SFO,TE,22,2021.0,0,0,1,3.0,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,413.0,3.0,2.0,,,SmitKa00
Sutton Smith,6-0,233,4.69,31.5,25.0,118.0,6.75,4.32,SmitSu00,6,175,PIT,DE,23,2021.0,0,0,0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,SmitSu00
Jace Sternberger,6-4,251,4.75,31.5,17.0,113.0,7.19,4.31,SterJa00,3,75,GNB,TE,23,2020.0,0,0,0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,114.0,1.0,,,,SterJa00
Easton Stick,6-1,224,4.62,33.5,,118.0,6.65,4.05,SticEa00,5,166,LAC,QB,23,2020.0,0,0,0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,,,,SticEa00
Jarrett Stidham,6-2,218,4.81,31.0,,110.0,7.28,4.33,StidJa00,4,133,NWE,QB,23,2022.0,0,0,0,4.0,1.0,13.0,77.0,131.0,926.0,6.0,7.0,23.0,89.0,0.0,0.0,0.0,0.0,2.0,,,StidJa00
Ty Summers,6-1,241,4.51,36.0,27.0,123.0,,,SummTy00,7,226,GNB,LB,23,2022.0,0,0,0,4.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,SummTy00
Montez Sweat,6-6,260,4.41,36.0,21.0,125.0,7.0,4.29,SweaMo00,1,26,WAS,DE,23,2022.0,0,0,3,27.0,27.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,29.0,SweaMo00
Tommy Sweeney,6-4,251,4.83,,17.0,,,,SweeTo00,7,228,BUF,TE,24,2022.0,0,0,0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,165.0,1.0,,,,SweeTo00
Sione Takitaki,6-1,238,4.63,37.0,24.0,125.0,7.21,4.28,TakiSi00,3,80,CLE,LB,24,2022.0,0,0,1,14.0,14.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,2.0,TakiSi00
Jahlani Tavai,6-2,250,,,,,,,TavaJa00,2,43,DET,LB,22,2022.0,0,0,2,16.0,7.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,3.5,TavaJa00
Jawaan Taylor,6-5,312,,,24.0,,,,TaylJa02,2,35,JAX,T,21,2022.0,0,0,4,26.0,26.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,TaylJa02
Deionte Thompson,6-1,195,,,,,,,ThomDe06,5,139,ARI,S,22,2022.0,0,0,0,4.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,,ThomDe06
Juan Thornhill,6-0,205,4.42,44.0,21.0,141.0,,,ThorJu00,2,63,KAN,S,23,2022.0,0,0,4,17.0,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,8.0,1.0,ThorJu00
Clayton Thorson,6-4,222,,,,,,,ThorCl00,5,167,PHI,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,ThorCl00
Jerry Tillery,6-6,295,4.93,32.0,23.0,115.0,7.45,4.33,TillJe00,1,28,LAC,DT,22,2022.0,0,0,1,16.0,14.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,10.5,TillJe00
Drue Tranquill,6-2,234,4.57,37.5,31.0,122.0,6.94,4.14,TranDr00,4,130,LAC,LB,24,2022.0,0,0,1,14.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,6.5,TranDr00
Oli Udoh,6-5,323,5.05,28.5,26.0,105.0,7.88,5.05,-9999,6,193,MIN,T,22,2022.0,0,0,1,8.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,UdohOl01
D'Andre Walker,6-2,251,,,,,,,WalkDA02,5,168,TEN,LB,22,2020.0,0,0,0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,WalkDA02
Kahale Warring,6-5,252,4.67,36.5,19.0,122.0,7.21,4.25,WarrKa00,3,86,HOU,TE,22,2021.0,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,,,,WarrKa00
Armon Watts,6-5,300,5.23,,,,,,WattAr01,6,190,MIN,DT,23,2022.0,0,0,1,12.0,7.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,8.0,WattAr01
Mike Weber,5-10,211,4.47,33.5,22.0,,,,WebeMi00,7,218,DAL,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,WebeMi00
Ken Webster,5-11,203,4.43,43.0,18.0,133.0,6.85,4.14,WebsKe00,7,252,NWE,CB,23,2020.0,0,0,0,3.0,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,,WebsKe00
Trevon Wesco,6-3,267,4.89,31.0,24.0,117.0,7.18,4.38,WescTr00,4,121,NYJ,TE,23,2022.0,0,0,0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,113.0,0.0,6.0,,,WescTr00
Devin White,6-0,237,4.42,39.5,22.0,118.0,7.07,4.17,WhitDe02,1,5,TAM,LB,21,2022.0,0,1,4,40.0,40.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,1.0,20.5,WhitDe02
Christian Wilkins,6-3,315,5.04,29.5,28.0,107.0,,4.55,WilkCh00,1,13,MIA,DT,23,2022.0,0,0,4,27.0,27.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,166.0,1.0,11.5,WilkCh00
Dexter Williams,5-11,212,4.57,36.0,17.0,130.0,7.0,4.16,WillDe07,6,194,GNB,RB,22,2020.0,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,,,,WillDe07
Greedy Williams,6-2,185,4.37,,,,,,WillGr00,2,46,CLE,CB,21,2022.0,0,0,1,8.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,,WillGr00
Jonah Williams,6-4,302,5.12,28.0,23.0,100.0,8.01,4.79,WillJo10,1,11,CIN,G,21,2022.0,0,0,3,23.0,23.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,WillJo10
Joejuan Williams,6-4,211,4.64,,17.0,,,,WillJo13,2,45,NWE,CB,21,2021.0,0,0,0,3.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,,WillJo13
Quinnen Williams,6-3,303,4.83,30.5,,112.0,,,WillQu00,1,3,NYJ,DT,21,2022.0,1,1,4,32.0,32.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,,27.5,WillQu00
Trayveon Williams,5-8,206,4.51,33.0,19.0,121.0,7.44,4.44,WillTr06,6,182,CIN,RB,21,2022.0,0,0,0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,47.0,238.0,0.0,8.0,64.0,0.0,6.0,,,WillTr06
Khari Willis,5-11,213,4.52,34.5,22.0,118.0,,,WillKh00,4,109,IND,S,23,2021.0,0,0,1,12.0,12.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,4.0,3.5,WillKh00
Caleb Wilson,6-4,240,4.56,29.0,,113.0,7.2,4.4,WilsCa00,7,254,ARI,TE,23,2020.0,0,0,0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,WilsCa00
Donovan Wilson,6-0,199,,36.0,18.0,127.0,,,WilsDo01,6,213,DAL,S,24,2022.0,0,0,2,12.0,12.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,3.0,8.5,WilsDo01
Mack Wilson,6-1,240,,32.0,,117.0,,,WilsMa03,5,155,CLE,LB,21,2022.0,0,0,2,15.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,1.0,2.5,WilsMa03
Chase Winovich,6-3,256,4.59,30.5,18.0,116.0,6.94,4.11,WinoCh00,3,77,NWE,DE,24,2022.0,0,0,0,11.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,12.0,WinoCh00
Mitch Wishnowsky,6-2,218,4.63,32.5,,117.0,,,WishMi00,4,110,SFO,P,27,2022.0,0,0,1,7.0,7.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,WishMi00
Renell Wren,6-5,318,5.01,32.0,30.0,118.0,7.65,4.53,WrenRe00,4,125,CIN,DT,23,2022.0,0,0,0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,WrenRe00
